"MSPEC","Area.hd","Area_mm2.hd","Major_mm.hd","Minor_mm.hd","Lum_Mean.hd","Lum_StdDev.hd","Lum_Mode.hd","X_Mean.hd","X_StdDev.hd","X_Mode.hd","Y_Mean.hd","Y_StdDev.hd","Y_Mode.hd","Z_Mean.hd","Z_StdDev.hd","Z_Mode.hd","Sat_Mean.hd","Sat_StdDev.hd","Sat_Mode.hd","Area.fd","Area_mm2.fd","Major_mm.fd","Minor_mm.fd","Lum_Mean.fd","Lum_StdDev.fd","Lum_Mode.fd","X_Mean.fd","X_StdDev.fd","X_Mode.fd","Y_Mean.fd","Y_StdDev.fd","Y_Mode.fd","Z_Mean.fd","Z_StdDev.fd","Z_Mode.fd","Sat_Mean.fd","Sat_StdDev.fd","Sat_Mode.fd","Area.b","Area_mm2.b","Major_mm.b","Minor_mm.b","Lum_Mean.b","Lum_StdDev.b","Lum_Mode.b","X_Mean.b","X_StdDev.b","X_Mode.b","Y_Mean.b","Y_StdDev.b","Y_Mode.b","Z_Mean.b","Z_StdDev.b","Z_Mode.b","Sat_Mean.b","Sat_StdDev.b","Sat_Mode.b","Area.hv","Area_mm2.hv","Major_mm.hv","Minor_mm.hv","Lum_Mean.hv","Lum_StdDev.hv","Lum_Mode.hv","X_Mean.hv","X_StdDev.hv","X_Mode.hv","Y_Mean.hv","Y_StdDev.hv","Y_Mode.hv","Z_Mean.hv","Z_StdDev.hv","Z_Mode.hv","Sat_Mean.hv","Sat_StdDev.hv","Sat_Mode.hv","Area.fv","Area_mm2.fv","Major_mm.fv","Minor_mm.fv","Lum_Mean.fv","Lum_StdDev.fv","Lum_Mode.fv","X_Mean.fv","X_StdDev.fv","X_Mode.fv","Y_Mean.fv","Y_StdDev.fv","Y_Mode.fv","Z_Mean.fv","Z_StdDev.fv","Z_Mode.fv","Sat_Mean.fv","Sat_StdDev.fv","Sat_Mode.fv"
"998",56344,1878.1333,10.5548,7.5521,0.121,0.041,0.1178,-0.2144,2.1445,0.8271,1.4216,5.9566,-4.8168,4.1208,6.3906,-3.8244,8.6639,4.9904,6.5187,59405,1980.1667,12.1302,6.9283,0.1025,0.0238,0.0858,0.7302,1.5931,1.2757,-1.8445,5.037,-5.5359,1.8995,5.1277,-3.0059,7.1751,3.2036,6.1523,18700,623.3333,10.1592,2.6041,0.2263,0.1344,0.1079,-1.0258,2.2639,-1.0033,0.0174,3.3493,0.2002,-1.3185,3.3787,-2.8198,4.8168,2.7106,3.2777,48841,1628.0333,10.123,6.8256,0.2137,0.0526,0.1959,0.7267,1.3664,1.2836,-4.0528,2.0861,-4.7037,-5.0739,1.7347,-5.4983,6.9559,1.8819,7.7053,55431,1847.7,11.781,6.6564,0.2153,0.0443,0.1905,0.9463,1.0429,0.8827,-3.9863,1.707,-4.4249,-4.7009,1.4287,-3.6774,6.4097,1.9602,7.5404
"1117",48093,1603.1,9.969,6.8249,0.1155,0.041,0.1071,0.007,2.0734,0.8448,0.4401,4.5339,-3.7883,4.7654,6.4585,10.2306,8.3737,4.3989,6.0759,54148,1804.9333,11.5701,6.6209,0.1221,0.0249,0.1251,0.5424,1.4006,0.774,-0.9629,3.2187,-3.7803,4.448,4.9181,9.1942,6.9866,2.95,5.3681,14430,481,10.6463,1.9175,0.1749,0.1169,0.0482,-1.1705,2.6281,-1.479,0.4929,3.8424,0.6487,0.0362,3.9632,-2.0934,5.3256,3.26,3.6075,51114,1703.8,9.9545,7.2642,0.199,0.0498,0.1898,0.4513,1.9999,1.133,-3.2868,2.9526,-4.8397,-4.0174,2.5892,-5.4087,6.4765,2.1499,6.6966,54689,1822.9667,11.5311,6.7096,0.2113,0.0403,0.193,0.7194,1.2631,0.4324,-3.5857,1.899,-2.8095,-4.1023,1.7983,-3.4289,5.8563,2.084,4.3552
"1124",50233,1522.2121,8.795,6.6778,0.1323,0.042,0.122,0.4521,1.8402,1.0887,0.6107,4.9001,-4.3873,3.688,6.0804,9.1815,7.9951,3.8241,6.0922,52448,1589.3333,10.494,5.8434,0.1189,0.0275,0.1103,0.7553,1.5139,1.1242,0.1273,4.5624,-4.6593,4.119,5.5398,8.8639,7.8427,3.1369,6.0783,14141,428.5152,9.3198,1.774,0.2355,0.1365,0.0779,-0.9333,2.4301,-1.0852,-0.1336,3.555,-0.4712,-1.026,3.785,-2.3572,5.071,3.0157,3.0903,50351,1525.7879,8.9158,6.6028,0.243,0.058,0.2266,0.3298,1.5772,0.4216,-3.1761,2.2808,-3.9301,-4.6168,2.1021,-5.1042,6.3175,1.9259,6.4668,52202,1581.8788,10.5751,5.7715,0.2211,0.046,0.2048,0.8213,1.2357,0.7603,-3.8275,1.8196,-4.2418,-4.6145,1.7007,-4.6327,6.3692,1.9444,6.9316
"1125",46026,1484.7097,9.3322,6.5344,0.1058,0.0345,0.0931,0.2429,1.7329,0.8518,-0.2953,4.6414,-3.6659,1.3275,5.172,-2.0886,6.2328,3.7887,4.7736,49763,1605.2581,11.1956,5.889,0.118,0.026,0.1152,0.8689,1.2838,1.1706,-2.2722,3.702,-4.3852,-0.4054,4.3781,-3.5979,5.7694,2.7049,5.0675,13901,448.4194,8.9809,2.0507,0.1696,0.1137,0.0634,-0.4414,2.3583,-0.558,-0.7199,3.591,-0.3543,-1.0212,3.6592,-2.8003,5.034,2.8738,3.4258,46848,1511.2258,9.3496,6.6387,0.1844,0.0469,0.1591,0.6963,1.5723,0.8754,-3.8743,2.2038,-4.8544,-4.9545,1.9623,-5.2607,6.9162,1.8403,7.2571,50881,1641.3226,11.2467,5.994,0.1966,0.0377,0.1768,0.851,1.1115,0.7595,-3.7694,1.6399,-4.5876,-4.9051,1.4814,-4.8391,6.463,1.8281,7.2768
"1199",48920,1686.8966,10.4898,7.0604,0.1304,0.0465,0.1137,0.3695,1.5653,0.9546,-1.8579,4.4083,-4.3693,-1.3006,4.5823,-4.0282,6.1652,3.1859,6.3171,55012,1896.9655,12.5568,6.6327,0.1318,0.0271,0.1163,1.1917,1.2944,1.3986,-2.7647,4.374,-5.2978,-1.3024,4.0914,-4.2472,6.4645,2.553,6.6019,15878,547.5172,9.9223,2.4227,0.1541,0.1121,0.0834,-0.4366,2.3093,-0.0657,-1.4025,3.7887,-3.4313,-1.6284,3.8171,-3.0925,5.6146,2.746,4.3562,47998,1655.1034,10.2738,7.0731,0.2275,0.0565,0.2187,0.7113,1.328,0.795,-4.3624,1.9396,-4.9945,-5.9319,1.8053,-6.4803,7.7722,1.761,8.1492,54197,1868.8621,12.4346,6.5987,0.224,0.0436,0.2211,0.8607,1.099,0.8244,-4.2585,1.6227,-4.1459,-5.6233,1.6879,-5.9534,7.3231,1.8867,6.7712
"1866",38316,1236,9.0827,5.5893,0.1037,0.0283,0.1023,0.7298,1.564,0.814,-2.7011,2.9728,-3.7313,-1.9825,2.7056,-3.0053,5.0915,2.1067,5.3001,48954,1579.1613,11.5516,5.6148,0.1212,0.0293,0.1127,0.933,1.2927,1.1575,-3.6664,2.356,-3.9611,-2.9703,1.8946,-3.2122,5.4928,1.943,5.2832,11908,384.129,9.0578,1.7418,0.166,0.1084,0.0942,-0.2537,2.641,-0.8639,-0.7521,3.7955,-1.22,-0.9261,3.7896,-2.4717,5.2527,3.1042,3.9007,37776,1218.5806,9.02,5.5488,0.143,0.0322,0.1575,0.6711,1.3593,0.5589,-3.607,2.0628,-3.6705,-4.3499,1.665,-5.1274,6.1547,1.8376,6.4686,46178,1489.6129,11.0811,5.5213,0.1733,0.0339,0.1783,0.7251,1.1263,0.6605,-3.6336,1.5813,-3.8368,-4.5522,1.3494,-4.5984,6.1417,1.5234,6.4628
"1971",46093,1440.4062,8.8653,6.4647,0.0812,0.0274,0.0697,-0.2519,1.7764,-0.0903,-1.505,3.5346,-3.0185,-0.9489,2.9192,-1.4324,4.5945,2.508,3.9772,49919,1559.9688,10.5164,5.9021,0.0853,0.025,0.0825,0.1167,1.4606,0.2628,-3.3252,2.9313,-3.6887,-2.1605,2.2797,-3.0818,5.1705,2.2198,4.3971,14830,463.4375,8.3366,2.2119,0.1324,0.1254,0.0261,-1.5954,2.4761,-0.4019,-1.0231,3.8004,-2.2873,-1.9574,5.0166,-4.2857,6.7222,2.8236,4.9497,45986,1437.0625,8.8716,6.4451,0.2209,0.0427,0.2341,0.5995,1.1914,0.5786,-4.7626,2.0706,-4.9317,-6.7845,1.6228,-7.374,8.6009,1.8534,8.956,50627,1582.0938,10.5675,5.9569,0.2063,0.037,0.2063,0.6328,1.123,0.3894,-4.0303,2.1114,-4.3395,-5.9956,1.9212,-5.8918,7.5096,2.3679,8.1499
"2417",45431,1514.3667,9.3796,6.8523,0.1088,0.0309,0.1122,-0.5365,1.8854,-0.0555,1.3174,4.3133,-3.1855,4.6137,5.8375,-1.773,7.7244,4.4585,4.0457,49454,1648.4667,11.1452,6.2774,0.1062,0.0231,0.0978,-0.0396,1.4289,0.2077,0.0323,3.6809,-3.1699,4.0715,5.139,-2.0385,6.8717,3.3704,3.8621,11741,391.3667,8.7351,1.9015,0.1602,0.1049,0.0531,-1.2877,2.648,-1.221,0.4456,3.8473,0.0526,-0.5339,4.1124,-3.1435,5.5155,3.2318,3.5352,45556,1518.5333,9.457,6.8149,0.1899,0.0428,0.1875,0.2977,1.7398,0.8562,-3.5797,2.5549,-4.3881,-4.3942,2.2785,-5.3755,6.5722,1.9402,7.0962,50758,1691.9333,11.303,6.353,0.2069,0.0401,0.1986,0.4025,1.1263,0.1859,-3.6717,1.8962,-3.8445,-4.3542,1.7085,-3.7436,6.0155,2.0491,4.4793
"2552",44743,1491.4333,9.2108,6.8722,0.105,0.0391,0.0969,-1.1893,2.1093,-0.6183,1.5269,4.2115,-1.7698,5.2362,5.6771,9.6267,7.8817,4.8433,3.1426,49837,1661.2333,10.8786,6.4811,0.0993,0.0254,0.0946,-0.4952,1.5918,-0.2155,-0.4746,3.6049,-1.7799,3.4435,4.7952,0.5611,6.2466,3.4395,4.0225,15110,503.6667,9.8489,2.1704,0.1533,0.1459,0.0321,-1.9892,3.071,-1.2251,1.2583,4.1721,-0.0651,0.8114,4.5277,-2.6906,6.2534,3.7985,3.6655,44776,1492.5333,9.2095,6.8782,0.217,0.0532,0.1899,0.3495,1.4943,0.5487,-3.5081,2.1355,-3.9972,-4.5998,1.8163,-5.3298,6.4039,1.634,6.4566,49463,1648.7667,11.1019,6.3031,0.2171,0.0517,0.1841,0.2673,1.2203,0.2541,-3.2253,2.005,-3.9812,-3.8663,2.0797,-5.5769,5.4821,2.2812,7.1037
"2999",55274,1727.3125,9.7022,7.0837,0.0845,0.0348,0.0743,-0.3752,1.9964,0.1294,-1.6332,5.3729,-4.4972,-0.0929,4.7693,-2.8128,6.5438,3.9491,5.977,61362,1917.5625,11.9243,6.3985,0.0921,0.0252,0.0852,0.4182,1.6844,0.8657,-2.3842,5.7504,-5.4585,0.2569,4.5625,-2.5206,7.2114,3.262,6.6018,20260,633.125,9.7985,2.5709,0.1636,0.1255,0.0522,-1.3328,2.6424,-0.7569,-0.7921,3.5847,-0.9092,-1.0328,4.1587,-3.4874,5.6239,2.9946,4.0522,56852,1776.625,9.8918,7.1463,0.1855,0.0433,0.1705,0.7548,1.2249,0.86,-4.9746,1.9736,-5.635,-6.1098,1.4613,-6.4069,8.2288,1.5694,8.8861,61290,1915.3125,11.6465,6.5434,0.2233,0.0418,0.2317,0.6692,1.1055,0.4566,-4.4171,2.0012,-4.5682,-6.0632,1.7901,-7.1,7.781,2.1465,8.9503
"3074",58356,1882.4516,10.4574,7.3934,0.0862,0.0253,0.0818,-0.7478,2.2503,0.0626,-0.7213,4.9714,-4.9836,3.3286,6.0243,-3.1746,7.9154,3.9466,6.6521,60752,1959.7419,11.8778,6.7766,0.0956,0.0201,0.0974,-0.0346,1.7313,0.5132,-1.9025,4.1111,-5.764,3.1547,5.3894,6.8993,7.4433,2.667,7.1085,13374,431.4194,9.2702,1.9114,0.1445,0.0927,0.0798,-1.3865,2.6239,-1.0326,-0.4582,3.9099,0.2896,-1.0539,3.7885,-2.6414,5.5419,3.0089,4.5491,57027,1839.5806,10.1987,7.4084,0.1603,0.0388,0.141,0.485,1.8275,0.7565,-4.4754,3.0644,-5.4619,-4.9363,2.2154,-5.6309,7.5997,2.1244,7.8068,60129,1939.6452,11.9047,6.692,0.1793,0.0298,0.1758,0.8565,1.1903,0.882,-4.715,1.9002,-5.0458,-5.1957,1.6281,-4.61,7.3287,1.982,7.2184
"3739",54515,1758.5484,9.8699,7.3179,0.1053,0.0336,0.0917,0.1409,1.5813,0.7857,-1.4228,3.7978,-3.632,-0.661,3.8409,-2.599,5.1684,2.7286,5.1817,53710,1732.5806,11.2666,6.3161,0.1144,0.0245,0.106,0.8282,1.3381,1.0059,-3.0382,3.5878,-4.261,-2.0546,3.8615,-3.5671,6.2705,2.0958,5.9944,13938,449.6129,8.7075,2.1208,0.2021,0.1495,0.0832,-0.4594,1.8976,-0.4187,-1.2051,2.7183,-0.9919,-2.1886,3.2537,-4.0026,4.8461,2.1316,4.5533,53893,1738.4839,9.9094,7.2056,0.1994,0.0402,0.1878,0.8576,1.1552,1.056,-4.5822,1.7838,-5.1526,-6.0633,1.5513,-6.7645,7.9289,1.5969,8.208,56781,1831.6452,11.3527,6.6266,0.1984,0.0358,0.1783,1.0129,0.9008,0.9898,-4.2059,1.4146,-4.2656,-5.3943,1.3342,-5.1996,7.0718,1.5478,7.0038
"3745",36928,1273.3793,8.9292,6.2612,0.0949,0.0309,0.088,-0.1328,1.648,0.3338,-1.0137,2.8609,-1.9127,-0.9268,2.5056,-1.8642,3.6357,2.4217,2.7037,44931,1549.3448,11.1399,6.1063,0.0965,0.0236,0.086,0.6083,1.1458,0.6626,-2.9565,1.8887,-3.3415,-1.8647,1.6019,-1.4867,4.1494,1.6783,4.2709,11988,413.3793,8.3713,2.168,0.1442,0.1082,0.0632,-1.1923,2.3695,0.0073,-0.2112,3.2778,-1.2703,-0.9969,3.3786,-2.5594,4.7282,2.8064,2.661,37030,1276.8966,8.8793,6.3138,0.1513,0.0263,0.1442,0.2293,1.1284,0.4035,-2.7447,1.5156,-2.6513,-4.1277,1.3264,-4.151,5.2192,1.6475,5.1573,43491,1499.6897,11.0893,5.9376,0.1791,0.0324,0.1606,0.6344,0.9015,0.3918,-3.1541,1.3926,-2.8271,-4.3117,1.1919,-4.0134,5.5088,1.6634,4.9155
"1910",48099,1603.3,9.9082,6.8677,0.0766,0.0364,0.0627,-0.2365,2.2126,0.2309,1.7731,4.9421,-1.6612,3.0056,4.4367,0.9717,5.7998,5.2536,2.6655,51936,1731.2,11.266,6.5218,0.0855,0.0225,0.0828,0.526,1.3735,0.5717,-0.8869,3.9028,-2.6494,0.7,3.4667,-0.3517,4.4002,3.3656,2.5356,14358,478.6,8.9513,2.2692,0.1604,0.1353,0.0423,-1.1295,2.9109,-0.759,1.0158,4.1297,0.4069,0.3556,4.2758,0.1833,5.7566,3.62,2.982,47158,1571.9333,9.9876,6.6798,0.1314,0.039,0.1187,0.3893,1.5825,0.6424,-2.5223,2.3064,-2.7631,-3.0762,2.2129,-3.1149,4.9564,2.0326,4.2303,54261,1808.7,11.8276,6.4902,0.1901,0.0426,0.1591,0.3456,1.0787,0.2792,-2.9002,1.8008,-2.5173,-4.1592,1.7028,-3.6336,5.3402,2.1488,4.4539
"2376",28899,963.3,7.6754,5.3266,0.0896,0.0327,0.0795,-0.7247,1.5405,-0.2302,-0.0943,3.67,-2.0077,1.1,4.4298,-0.5498,4.9363,3.5835,2.5023,32782,1092.7333,9.4831,4.8905,0.0927,0.0215,0.0933,-0.0467,1.215,0.1635,-1.3947,3.0977,-2.8429,0.1877,3.4533,-1.2831,4.4759,2.2239,3.7447,10255,341.8333,7.4707,1.942,0.1905,0.121,0.0975,-1.3716,2.0821,-1.0061,0.2552,3.0298,-0.1486,-3.7008,5.5737,-4.7255,6.8691,3.6105,3.8029,26281,876.0333,7.6757,4.8439,0.1824,0.0449,0.1807,0.0947,1.3883,0.1295,-2.8157,2.0015,-2.8076,-4.6381,3.1165,-5.1419,6.2303,2.5055,6.6673,33529,1117.6333,9.4347,5.0276,0.1953,0.0344,0.2009,0.2207,1.0823,0.3231,-2.8824,1.7367,-3.5208,-4.7976,2.5294,-4.6219,5.9961,2.4507,7.0825
"2421",44454,1481.8,9.5252,6.6024,0.0772,0.0278,0.0707,-0.7035,2.4499,-0.1361,1.4562,5.2144,-2.9243,5.5975,6.5594,-0.6709,8.851,5.6413,4.0005,50988,1699.6,11.1831,6.4502,0.0866,0.0235,0.0826,-0.3973,1.6362,-0.4078,0.4882,4.0434,3.6209,5.6314,5.9785,11.4153,8.3645,4.1124,4.1459,16512,550.4,9.8477,2.3721,0.187,0.1242,0.1068,-1.2347,2.5011,-1.32,0.0321,3.6615,-0.4873,-0.7808,3.9216,-2.2544,5.093,3.3521,3.1818,46365,1545.5,9.3409,7.0222,0.1847,0.0502,0.1726,0.2259,1.5698,0.5093,-3.5596,2.3742,-4.1713,-4.473,2.0372,-4.8321,6.4118,1.9668,6.4408,48484,1616.1333,11.0308,6.2181,0.1824,0.0431,0.2014,0.4288,1.0893,0.459,-3.6581,1.699,-3.7459,-4.4113,1.7302,-3.9741,6.001,2.0199,5.2322
"2556",43124,1391.0968,8.8589,6.4495,0.0955,0.0305,0.0805,-0.3438,1.6025,0.0993,-0.4893,3.7435,-2.0673,0.1784,3.3632,-0.9122,4.406,2.9782,3.0468,49491,1596.4839,10.5001,6.2448,0.0977,0.023,0.0818,0.034,1.2685,0.1021,-1.4525,3.0046,-2.1938,-0.6393,2.6584,-0.5607,3.8275,2.3609,2.8126,12225,394.3548,8.7764,1.8455,0.1637,0.1254,0.0566,-0.7943,2.2694,-0.8848,-0.7287,3.5795,-2.3016,-1.2498,3.7167,-2.7958,5.2442,2.6454,3.9359,41590,1341.6129,8.5747,6.4263,0.1741,0.0345,0.172,0.2674,1.3127,0.6673,-2.9518,2.0429,-3.4325,-4.5556,1.4974,-4.5857,5.938,1.5547,5.8125,48737,1572.1613,10.3952,6.2117,0.1912,0.0346,0.1944,0.475,1.0288,0.3668,-2.825,1.7068,-2.9344,-4.4906,1.469,-4.7236,5.593,1.7945,5.5617
"2909",41062,1324.5806,8.534,6.3749,0.1004,0.0311,0.1015,0.0334,1.8754,0.5287,-0.3263,4.7625,-4.1395,2.8788,6.0947,-3.3882,7.3773,4.161,5.9382,45137,1456.0323,10.3279,5.7904,0.1015,0.0249,0.0995,0.5515,1.4343,0.9379,-1.9335,3.9156,-4.2479,1.8458,5.4048,-3.068,6.7971,2.8015,5.4555,13651,440.3548,9.3414,1.9361,0.1357,0.0999,0.0378,-0.7912,2.9294,-1.0366,-0.0922,4.3503,-0.3338,-0.1452,5.11,-4.1463,6.3529,3.7298,5.202,37959,1224.4839,8.2589,6.0895,0.1793,0.0434,0.1595,0.3831,1.6424,0.5911,-3.6406,2.4626,-4.347,-4.5256,2.0439,-5.1683,6.583,1.8668,6.7801,42378,1367.0323,9.7695,5.7472,0.1515,0.0314,0.1568,0.7875,1.2091,0.8125,-3.884,1.7387,-4.3196,-4.2706,1.744,-4.4766,6.1591,1.8802,6.3549
"2960",38583,1205.7188,8.1873,5.8596,0.0963,0.0269,0.0928,-0.0844,1.8471,0.4783,0.4751,4.7823,-3.5445,2.6095,6.223,-4.4231,7.6086,3.7627,6.1193,40976,1280.5,9.9582,5.1164,0.0962,0.0255,0.0914,0.4071,1.5783,0.7827,-0.8531,3.8101,-4.0713,2.5163,5.5313,8.492,6.9132,2.6525,6.0388,12705,397.0312,7.7236,2.0453,0.1334,0.081,0.0487,-0.3513,2.6591,-0.0622,-1.0907,4.0714,-3.5728,-2.5593,3.5714,-4.7107,6.0662,2.7322,5.2567,33849,1057.7812,7.6057,5.5337,0.1472,0.0332,0.1494,0.4756,1.6019,0.5944,-3.4883,2.6857,-4.1548,-5.1251,2.1513,-5.9999,6.9981,2.0235,7.8155,41360,1292.5,9.7462,5.2766,0.1753,0.0337,0.1617,0.822,1.3683,0.8762,-3.6612,2.2115,-3.7347,-4.8474,2.2346,-4.0451,6.5806,2.4554,5.2315
"3179",42723,1378.1613,9.0311,6.2677,0.0706,0.0323,0.0631,-1.5693,3.2074,-0.4201,3.5598,5.9708,-2.6018,6.7488,6.9335,0.0808,9.773,7.6929,2.7743,44790,1444.8387,10.2698,5.7784,0.0704,0.0167,0.0665,-1.0955,1.9383,-0.7226,2.4898,4.5698,-1.9158,6.6978,5.3423,0.0506,8.686,5.4766,2.9948,14422,465.2258,9.5389,2.0032,0.1325,0.1086,0.0271,-1.9493,3.11,-1.4355,1.0271,3.8832,0.1003,0.6713,4.2194,-2.3493,5.413,4.3079,2.9835,42645,1375.6452,8.8289,6.3995,0.1455,0.0404,0.1278,-0.1305,1.4259,-0.1365,-2.1778,1.9483,-2.8914,-2.6331,1.6259,-3.0948,4.2074,1.5695,4.008,48012,1548.7742,10.828,5.8747,0.1506,0.0315,0.1388,0.3745,1.1704,0.2887,-2.8785,1.6671,-3.0366,-2.9731,1.3976,-2.7761,4.5309,1.6848,3.9543
"3232",57053,1728.8788,9.582,6.9615,0.097,0.0324,0.0891,-0.6993,2.1559,0.0948,1.8489,5.4409,-4.2957,5.0144,6.4682,-2.1704,8.9115,5.072,4.9045,60628,1837.2121,11.3557,6.2422,0.0966,0.0294,0.0878,-0.5022,1.8387,-0.9671,1.4586,4.8103,5.3228,5.8727,6.3059,11.967,9.2029,4.2963,4.8687,17525,531.0606,9.5029,2.1562,0.1909,0.1164,0.0741,-0.8227,2.2659,-0.8294,-0.8319,3.5419,-0.62,-1.6203,3.7632,-2.4404,5.2523,2.872,3.9241,56613,1715.5455,9.3307,7.0939,0.2024,0.0496,0.208,0.5199,1.43,0.6681,-3.9793,2.0434,-4.2988,-4.8352,2.0668,-5.1988,6.8496,1.749,7.2626,59902,1815.2121,11.1701,6.27,0.205,0.0404,0.214,0.6431,1.2179,0.3444,-4.1159,1.7804,-4.3882,-4.9745,1.6719,-4.6205,6.7666,1.9395,6.5888
"3283",49714,1657.1333,9.6185,7.3121,0.0999,0.0325,0.0907,0.1027,2.0566,0.7152,0.1497,4.6145,-4.5935,4.2275,5.8412,-2.0145,7.783,4.1197,5.2826,53404,1780.1333,11.2254,6.7304,0.0866,0.0237,0.0817,0.0011,1.5499,0.1857,-0.7918,4.0714,-4.0719,3.9666,5.2214,-1.8001,7.2657,3.1324,5.2856,15851,528.3667,10.1793,2.203,0.2064,0.1282,0.1125,-1.2597,2.4144,-0.8486,0.2827,3.7038,-0.5265,-0.9289,3.9076,-3.7253,5.2066,3.1993,3.9329,47116,1570.5333,9.5317,6.993,0.2198,0.053,0.208,0.3545,1.3192,0.4146,-3.9862,2.1518,-4.8378,-4.9912,1.7355,-5.595,6.8379,1.885,7.8844,50510,1683.6667,11.181,6.3909,0.1961,0.0394,0.1827,0.5207,0.9351,0.4835,-4.1193,1.5704,-4.301,-4.4498,1.5843,-5.1381,6.2718,1.8854,7.073
"3334",44419,1432.871,9.1021,6.4657,0.0921,0.0271,0.0871,0.7215,1.3219,0.8541,-4.0813,2.0239,-4.7017,-3.6036,1.7089,-3.9509,5.9617,1.8401,6.2914,49103,1583.9677,10.9429,5.9452,0.104,0.0215,0.0973,1.0677,1.0949,1.1191,-5.1655,1.8849,-5.6086,-4.2819,1.4334,-4.7833,7.0079,1.9628,7.7707,14116,455.3548,8.2966,2.2542,0.1636,0.1041,0.1057,-0.3558,2.6401,-0.0361,-2.2113,3.7971,-4.0726,-2.4463,3.7736,-4.1104,5.868,3.4919,5.5281,44300,1429.0323,9.4762,6.1938,0.1806,0.0386,0.1585,0.6124,1.2898,0.5907,-4.8213,1.8786,-5.1944,-6.1839,1.4484,-6.4427,8.154,1.6318,8.2363,51411,1658.4194,11.3689,5.9913,0.1654,0.0333,0.1536,0.8617,1.0385,0.6809,-4.6956,1.5134,-4.559,-5.4191,1.3611,-5.8342,7.3647,1.772,8.2849
